shipment_id,transaction_id,date,carrier,service_type,weight_lbs,shipping_cost,origin_zip,destination_zip
SHP00342,TXN03136,2024-07-16,FedEx,standard,10.38,26.4,95060,19103
SHP00343,TXN03151,2024-07-14,FedEx,expedited,20.24,86.47,95060,60601
SHP00344,TXN03549,2024-07-16,UPS,standard,5.22,17.53,95060,85001
SHP00345,TXN03699,2024-07-14,USPS,standard,20.9,40.63,95060,97201
SHP00346,TXN03953,2024-07-14,UPS,standard,4.97,12.67,95060,94102
SHP00347,TXN03989,2024-07-14,FedEx,standard,1.8,4.75,95060,33101
SHP00348,TXN04341,2024-07-15,FedEx,expedited,10.16,53.09,95060,37201
SHP00349,TXN04391,2024-07-14,USPS,standard,0.78,5.63,95060,10001
SHP00350,TXN04453,2024-07-16,FedEx,standard,2.01,7.59,95060,85001
SHP00351,TXN04572,2024-07-14,FedEx,freight,81.75,65.51,95060,97201
SHP00352,TXN04642,2024-07-15,UPS,expedited,20.78,115.87,95060,89101
SHP00353,TXN04675,2024-07-15,FedEx,standard,5.47,15.48,95060,90210
SHP00354,TXN04752,2024-07-16,UPS,expedited,1.75,12.44,95060,75201
SHP00355,TXN00301,2024-07-16,UPS,expedited,3.03,17.67,95060,98101
SHP00356,TXN00655,2024-07-14,FedEx,standard,81.57,194.77,95060,06103
SHP00357,TXN00810,2024-07-17,UPS,freight,20.34,24.61,95060,32801
SHP00358,TXN00929,2024-07-14,FedEx,standard,20.75,42.16,95060,97201
SHP00359,TXN01149,2024-07-17,USPS,expedited,20.72,125.27,95060,19103
SHP00360,TXN01270,2024-07-17,UPS,expedited,5.25,21.92,95060,90210
SHP00361,TXN01435,2024-07-14,USPS,standard,5.01,12.49,95060,97201
SHP00362,TXN01465,2024-07-14,UPS,expedited,41.25,230.64,95060,97201
SHP00363,TXN01476,2024-07-14,USPS,standard,81.43,108.52,95060,06103
SHP00364,TXN01591,2024-07-14,UPS,standard,10.68,18.06,95060,94102
SHP00365,TXN01669,2024-07-15,UPS,standard,10.42,23.87,95060,97201
SHP00366,TXN01702,2024-07-15,USPS,standard,20.55,33.59,95060,90210
SHP00367,TXN01905,2024-07-14,UPS,standard,20.48,29.33,95060,55401
SHP00368,TXN02373,2024-07-17,USPS,standard,1.53,6.81,95060,98101
SHP00369,TXN02390,2024-07-17,USPS,standard,10.46,23.5,95060,32801
SHP00370,TXN02396,2024-07-17,USPS,standard,20.79,41.81,95060,33101
SHP00371,TXN02418,2024-07-17,FedEx,expedited,10.09,52.71,95060,94102
SHP00372,TXN02597,2024-07-14,FedEx,standard,20.36,35.21,95060,89101
SHP00373,TXN02730,2024-07-14,USPS,expedited,1.82,9.74,95060,85001
SHP00374,TXN03431,2024-07-16,USPS,expedited,3.37,16.23,95060,33101
SHP00375,TXN03661,2024-07-14,USPS,expedited,10.17,42.08,95060,48201
SHP00376,TXN03684,2024-07-15,USPS,standard,20.26,42.1,95060,06103
SHP00377,TXN03721,2024-07-17,UPS,standard,40.64,77.18,95060,97201
SHP00378,TXN03746,2024-07-15,UPS,freight,81.64,62.67,95060,97201
SHP00379,TXN03887,2024-07-14,FedEx,expedited,10.64,58.77,95060,21201
SHP00380,TXN03900,2024-07-15,USPS,expedited,1.16,8.49,95060,60601
SHP00381,TXN04063,2024-07-14,FedEx,standard,81.93,133.89,95060,85001
SHP00382,TXN04470,2024-07-14,USPS,standard,5.37,14.86,95060,97201
SHP00383,TXN04555,2024-07-17,FedEx,standard,20.57,34.44,95060,85001
SHP00384,TXN04715,2024-07-14,USPS,expedited,81.78,313.13,95060,30301
SHP00385,TXN04867,2024-07-15,UPS,standard,20.52,27.97,95060,94102
SHP00386,TXN00347,2024-07-16,FedEx,expedited,20.66,106.24,95060,89101
SHP00387,TXN00465,2024-07-15,UPS,expedited,4.94,23.43,95060,32801
SHP00388,TXN00505,2024-07-16,FedEx,standard,5.3,13.1,95060,02101
SHP00389,TXN00769,2024-07-15,UPS,freight,81.94,65.23,95060,37201
SHP00390,TXN01045,2024-07-17,UPS,standard,4.99,11.06,95060,97201
SHP00391,TXN01480,2024-07-16,FedEx,standard,5.41,9.66,95060,97201
SHP00392,TXN01519,2024-07-16,FedEx,standard,0.71,4.22,95060,90210
SHP00393,TXN01709,2024-07-15,USPS,expedited,10.63,42.15,95060,89101
SHP00394,TXN01763,2024-07-16,UPS,expedited,10.25,41.75,95060,37201
SHP00395,TXN01981,2024-07-18,USPS,freight,10.17,13.14,95060,06103
SHP00396,TXN02589,2024-07-15,UPS,expedited,4.98,28.68,95060,02101
SHP00397,TXN02607,2024-07-18,USPS,standard,10.19,27.82,95060,43201
SHP00398,TXN02739,2024-07-16,FedEx,standard,5.4,14.61,95060,75201
SHP00399,TXN03041,2024-07-15,UPS,expedited,4.99,24.25,95060,33101
SHP00400,TXN03080,2024-07-17,USPS,standard,40.96,70.54,95060,43201
SHP00401,TXN03251,2024-07-15,USPS,expedited,5.52,34.94,95060,94102
SHP00402,TXN03330,2024-07-17,UPS,standard,1.14,5.79,95060,75201
SHP00403,TXN03652,2024-07-16,UPS,expedited,122.4,564.97,95060,02101
SHP00404,TXN03810,2024-07-18,FedEx,standard,1.59,6.93,95060,33101
SHP00405,TXN03959,2024-07-17,USPS,overnight,10.46,96.99,95060,90210
SHP00406,TXN04217,2024-07-18,UPS,overnight,5.08,63.29,95060,10001
SHP00407,TXN04753,2024-07-16,UPS,expedited,10.52,51.48,95060,90210
SHP00408,TXN04904,2024-07-18,FedEx,expedited,122.68,498.81,95060,32801
SHP00409,TXN00283,2024-07-18,UPS,expedited,5.32,25.73,95060,19103
SHP00410,TXN00327,2024-07-17,USPS,overnight,2.65,39.85,95060,98101
SHP00411,TXN00485,2024-07-18,USPS,expedited,10.63,48.96,95060,06103
SHP00412,TXN00741,2024-07-17,USPS,standard,41.1,68.89,95060,21201
SHP00413,TXN00831,2024-07-17,UPS,overnight,1.3,15.25,95060,60601
SHP00414,TXN00932,2024-07-19,FedEx,standard,0.94,4.25,95060,85001
SHP00415,TXN00953,2024-07-18,USPS,standard,10.06,21.34,95060,60601
SHP00416,TXN01185,2024-07-17,USPS,overnight,20.29,224.41,95060,19103
SHP00417,TXN01251,2024-07-18,UPS,expedited,10.65,65.76,95060,63101
SHP00418,TXN01739,2024-07-18,UPS,expedited,40.75,169.72,95060,85001
SHP00419,TXN01740,2024-07-17,USPS,freight,41.1,45.62,95060,19103
SHP00420,TXN02553,2024-07-16,UPS,standard,40.87,78.95,95060,27601
SHP00421,TXN02709,2024-07-19,USPS,expedited,10.27,60.37,95060,55401
SHP00422,TXN02801,2024-07-19,UPS,standard,10.02,17.75,95060,30301
SHP00423,TXN02928,2024-07-18,UPS,freight,40.75,34.97,95060,89101
SHP00424,TXN03296,2024-07-19,UPS,overnight,1.69,21.27,95060,02101
SHP00425,TXN03332,2024-07-18,USPS,expedited,5.53,25.24,95060,02101
SHP00426,TXN03466,2024-07-17,UPS,standard,5.36,13.51,95060,19103
SHP00427,TXN03935,2024-07-18,UPS,standard,5.6,14.44,95060,55401
SHP00428,TXN03942,2024-07-19,FedEx,standard,20.45,50.34,95060,21201
SHP00429,TXN04288,2024-07-16,FedEx,overnight,10.62,110.77,95060,55401
SHP00430,TXN04633,2024-07-16,UPS,overnight,20.23,225.86,95060,85001
SHP00431,TXN05000,2024-07-18,FedEx,expedited,20.44,104.58,95060,55401
SHP00432,TXN00114,2024-07-20,UPS,overnight,20.47,182.76,95060,55401
SHP00433,TXN00416,2024-07-17,USPS,overnight,0.85,14.8,95060,75201
SHP00434,TXN00907,2024-07-19,UPS,expedited,20.68,83.93,95060,97201
SHP00435,TXN00966,2024-07-18,USPS,freight,40.67,49.39,95060,30301
SHP00436,TXN01109,2024-07-20,USPS,overnight,5.29,63.34,95060,97201
SHP00437,TXN01640,2024-07-19,FedEx,standard,10.05,25.25,95060,48201
SHP00438,TXN01725,2024-07-20,FedEx,overnight,5.25,59.13,95060,85001
SHP00439,TXN01993,2024-07-20,UPS,standard,5.01,12.83,95060,21201
SHP00440,TXN02044,2024-07-18,FedEx,freight,20.89,19.65,95060,89101
SHP00441,TXN02183,2024-07-18,FedEx,standard,10.56,27.47,95060,89101
SHP00442,TXN02278,2024-07-18,UPS,freight,41.14,46.0,95060,48201
SHP00443,TXN02366,2024-07-19,FedEx,standard,10.25,26.92,95060,30301
SHP00444,TXN02403,2024-07-19,FedEx,expedited,5.5,30.24,95060,19103
SHP00445,TXN02826,2024-07-20,FedEx,standard,5.31,15.26,95060,32801
SHP00446,TXN03033,2024-07-18,FedEx,expedited,10.03,40.34,95060,02101
SHP00447,TXN03121,2024-07-20,FedEx,expedited,4.99,27.55,95060,21201
SHP00448,TXN03190,2024-07-20,USPS,freight,122.77,80.4,95060,85001
SHP00449,TXN03451,2024-07-17,FedEx,expedited,20.37,124.09,95060,06103
SHP00450,TXN03570,2024-07-19,FedEx,standard,1.04,4.07,95060,02101
SHP00451,TXN03613,2024-07-20,UPS,overnight,20.83,270.84,95060,27601
SHP00452,TXN03694,2024-07-19,USPS,freight,40.69,34.75,95060,37201
SHP00453,TXN04078,2024-07-19,UPS,expedited,20.38,104.74,95060,97201
SHP00454,TXN04177,2024-07-18,UPS,expedited,5.0,29.39,95060,02101
SHP00455,TXN04251,2024-07-17,FedEx,standard,4.92,12.84,95060,90210
SHP00456,TXN04295,2024-07-19,USPS,standard,5.26,14.84,95060,97201
SHP00457,TXN04387,2024-07-17,USPS,freight,122.65,118.43,95060,21201
SHP00458,TXN04462,2024-07-17,UPS,freight,41.17,51.9,95060,37201
SHP00459,TXN04498,2024-07-20,FedEx,freight,41.1,38.06,95060,48201
SHP00460,TXN04720,2024-07-17,USPS,expedited,1.3,7.97,95060,60601
SHP00461,TXN04945,2024-07-17,FedEx,standard,20.4,44.51,95060,48201
SHP00462,TXN00411,2024-07-21,FedEx,standard,20.39,32.96,95060,37201
SHP00463,TXN00668,2024-07-19,USPS,expedited,10.33,54.93,95060,85001
SHP00464,TXN02026,2024-07-21,UPS,standard,10.6,20.93,95060,94102
SHP00465,TXN02381,2024-07-18,UPS,standard,20.69,56.41,95060,60601
SHP00466,TXN02869,2024-07-18,USPS,standard,1.52,5.48,95060,60601
SHP00467,TXN02977,2024-07-20,FedEx,standard,81.67,137.24,95060,85001
SHP00468,TXN03252,2024-07-19,FedEx,standard,5.22,14.92,95060,48201
SHP00469,TXN03257,2024-07-20,FedEx,freight,10.67,13.22,95060,89101
SHP00470,TXN03328,2024-07-20,USPS,overnight,1.88,25.39,95060,85001
SHP00471,TXN03383,2024-07-18,USPS,standard,5.33,12.82,95060,85001
SHP00472,TXN03472,2024-07-20,USPS,standard,20.69,32.96,95060,94102
SHP00473,TXN03578,2024-07-21,USPS,freight,41.19,40.79,95060,43201
SHP00474,TXN03594,2024-07-18,UPS,freight,81.4,92.38,95060,60601
SHP00475,TXN03784,2024-07-20,USPS,expedited,20.8,84.87,95060,02101
SHP00476,TXN04083,2024-07-18,FedEx,expedited,1.9,15.4,95060,75201
SHP00477,TXN04284,2024-07-21,USPS,standard,20.22,38.34,95060,97201
SHP00478,TXN04528,2024-07-18,USPS,standard,20.33,32.73,95060,90210
SHP00479,TXN04630,2024-07-19,UPS,expedited,20.42,105.88,95060,94102
SHP00480,TXN04708,2024-07-18,UPS,overnight,20.57,172.68,95060,21201
SHP00481,TXN04767,2024-07-19,USPS,overnight,1.31,19.33,95060,02101
SHP00482,TXN04948,2024-07-18,UPS,standard,4.9,15.19,95060,60601
SHP00483,TXN04980,2024-07-19,UPS,expedited,10.49,64.96,95060,94102
SHP00484,TXN00029,2024-07-22,FedEx,standard,1.68,5.56,95060,98101
SHP00485,TXN00073,2024-07-21,USPS,overnight,10.2,108.46,95060,33101
SHP00486,TXN00356,2024-07-20,USPS,expedited,20.29,96.69,95060,10001
SHP00487,TXN00460,2024-07-19,UPS,freight,41.18,32.46,95060,89101
SHP00488,TXN00512,2024-07-21,USPS,standard,10.2,20.37,95060,48201
SHP00489,TXN00654,2024-07-19,UPS,standard,4.98,13.57,95060,97201
SHP00490,TXN00747,2024-07-21,FedEx,freight,40.66,31.4,95060,94102
SHP00491,TXN00989,2024-07-20,UPS,freight,81.89,55.51,95060,27601
SHP00492,TXN01159,2024-07-21,UPS,standard,1.26,6.49,95060,85001
SHP00493,TXN02008,2024-07-19,FedEx,standard,10.48,28.39,95060,85001
SHP00494,TXN02074,2024-07-22,USPS,freight,81.62,97.93,95060,89101
SHP00495,TXN02117,2024-07-21,USPS,standard,0.69,3.69,95060,10001
SHP00496,TXN02297,2024-07-19,USPS,standard,1.09,4.93,95060,02101
SHP00497,TXN02385,2024-07-21,FedEx,standard,1.04,5.37,95060,33101
SHP00498,TXN02653,2024-07-21,FedEx,expedited,5.35,32.61,95060,06103
SHP00499,TXN02699,2024-07-21,UPS,expedited,41.12,181.08,95060,60601
SHP00500,TXN02798,2024-07-21,UPS,expedited,5.49,30.72,95060,43201
SHP00501,TXN02819,2024-07-22,FedEx,freight,40.61,51.1,95060,06103
SHP00502,TXN02868,2024-07-21,UPS,standard,5.49,15.54,95060,94102
SHP00503,TXN02926,2024-07-20,FedEx,standard,10.19,19.5,95060,48201
SHP00504,TXN03453,2024-07-20,FedEx,overnight,122.23,1295.49,95060,63101
SHP00505,TXN03491,2024-07-19,USPS,standard,41.15,62.02,95060,27601
SHP00506,TXN03660,2024-07-20,FedEx,overnight,1.12,17.4,95060,75201
SHP00507,TXN03886,2024-07-22,UPS,standard,20.22,48.03,95060,60601
SHP00508,TXN03978,2024-07-22,USPS,freight,41.06,43.63,95060,85001
SHP00509,TXN04094,2024-07-20,FedEx,standard,10.3,22.4,95060,90210
SHP00510,TXN04784,2024-07-21,UPS,standard,20.55,51.12,95060,89101
SHP00511,TXN04860,2024-07-20,FedEx,expedited,10.3,61.01,95060,02101
SHP00512,TXN04927,2024-07-20,FedEx,standard,20.77,41.33,95060,43201
SHP00513,TXN04984,2024-07-20,FedEx,freight,20.71,23.63,95060,55401
SHP00514,TXN00217,2024-07-23,FedEx,standard,0.68,3.17,95060,10001
SHP00515,TXN00378,2024-07-23,USPS,standard,1.0,6.78,95060,60601
SHP00516,TXN00380,2024-07-22,FedEx,freight,41.29,48.45,95060,32801
SHP00517,TXN00475,2024-07-22,UPS,standard,1.8,6.63,95060,33101
SHP00518,TXN00495,2024-07-21,UPS,standard,5.28,10.93,95060,94102
SHP00519,TXN00684,2024-07-21,FedEx,freight,10.42,13.57,95060,02101
SHP00520,TXN00793,2024-07-21,UPS,standard,20.35,40.4,95060,60601
SHP00521,TXN01047,2024-07-22,UPS,expedited,41.25,233.59,95060,19103
SHP00522,TXN01053,2024-07-20,USPS,standard,10.06,21.69,95060,94102
SHP00523,TXN01313,2024-07-20,UPS,standard,20.44,28.38,95060,97201
SHP00524,TXN01540,2024-07-23,USPS,expedited,4.91,29.91,95060,30301
SHP00525,TXN01562,2024-07-23,FedEx,overnight,10.59,98.71,95060,94102
SHP00526,TXN01594,2024-07-22,UPS,expedited,2.71,14.41,95060,75201
SHP00527,TXN01653,2024-07-23,USPS,standard,40.93,84.84,95060,33101
SHP00528,TXN01849,2024-07-21,UPS,expedited,10.04,56.21,95060,43201
SHP00529,TXN01865,2024-07-21,FedEx,freight,41.0,38.0,95060,90210
SHP00530,TXN01914,2024-07-22,USPS,overnight,0.8,11.78,95060,60601
SHP00531,TXN02097,2024-07-23,FedEx,standard,20.3,50.6,95060,21201
SHP00532,TXN02470,2024-07-22,USPS,standard,20.57,50.97,95060,60601
SHP00533,TXN02622,2024-07-23,FedEx,freight,40.68,45.75,95060,94102
SHP00534,TXN02917,2024-07-20,UPS,standard,10.23,21.72,95060,30301
SHP00535,TXN02985,2024-07-21,UPS,standard,5.3,10.86,95060,30301
SHP00536,TXN03408,2024-07-22,USPS,standard,81.95,109.64,95060,63101
SHP00537,TXN03452,2024-07-22,FedEx,standard,10.18,18.64,95060,85001
SHP00538,TXN03668,2024-07-22,FedEx,freight,122.54,150.72,95060,37201
SHP00539,TXN03956,2024-07-22,USPS,standard,4.93,14.15,95060,94102
SHP00540,TXN04018,2024-07-23,UPS,standard,10.42,20.58,95060,32801
SHP00541,TXN04065,2024-07-21,UPS,standard,40.68,93.24,95060,85001
SHP00542,TXN04653,2024-07-20,UPS,overnight,1.92,18.04,95060,02101
SHP00543,TXN00373,2024-07-23,FedEx,expedited,10.5,58.73,95060,63101
SHP00544,TXN01469,2024-07-24,USPS,standard,5.57,14.02,95060,90210
SHP00545,TXN01932,2024-07-24,USPS,expedited,10.02,53.62,95060,89101
SHP00546,TXN01942,2024-07-21,USPS,standard,3.29,12.31,95060,02101
SHP00547,TXN01954,2024-07-24,FedEx,standard,1.28,4.6,95060,02101
SHP00548,TXN02208,2024-07-21,USPS,standard,40.67,75.97,95060,10001
SHP00549,TXN02371,2024-07-22,UPS,expedited,20.59,126.29,95060,02101
SHP00550,TXN02911,2024-07-24,FedEx,expedited,0.88,7.17,95060,60601
SHP00551,TXN02947,2024-07-23,USPS,freight,40.93,53.46,95060,89101
SHP00552,TXN03125,2024-07-22,UPS,expedited,10.24,56.13,95060,89101
SHP00553,TXN03287,2024-07-22,USPS,standard,1.12,4.49,95060,75201
SHP00554,TXN03410,2024-07-23,UPS,expedited,0.82,6.56,95060,33101
SHP00555,TXN03492,2024-07-21,USPS,expedited,5.19,23.32,95060,48201
SHP00556,TXN03932,2024-07-22,FedEx,freight,82.06,72.86,95060,10001
SHP00557,TXN04358,2024-07-21,FedEx,expedited,0.74,6.9,95060,85001
SHP00558,TXN04514,2024-07-22,FedEx,standard,10.61,22.51,95060,27601
SHP00559,TXN04885,2024-07-23,FedEx,overnight,81.9,1123.35,95060,48201
SHP00560,TXN04922,2024-07-21,UPS,standard,10.24,28.05,95060,33101
SHP00561,TXN00190,2024-07-22,USPS,standard,20.7,32.0,95060,97201
SHP00562,TXN00409,2024-07-22,UPS,expedited,20.29,89.57,95060,85001
SHP00563,TXN00484,2024-07-24,UPS,standard,2.11,7.89,95060,02101
SHP00564,TXN00663,2024-07-24,USPS,standard,20.28,33.44,95060,30301
SHP00565,TXN00752,2024-07-23,FedEx,standard,10.4,29.32,95060,89101
SHP00566,TXN00813,2024-07-23,FedEx,standard,10.14,18.11,95060,94102
SHP00567,TXN00820,2024-07-25,USPS,freight,81.98,55.98,95060,90210
SHP00568,TXN01166,2024-07-24,USPS,standard,5.2,15.64,95060,32801
SHP00569,TXN01171,2024-07-25,UPS,freight,41.24,48.17,95060,06103
SHP00570,TXN01239,2024-07-22,FedEx,standard,5.2,14.29,95060,33101
SHP00571,TXN01248,2024-07-24,UPS,standard,20.89,29.84,95060,85001
SHP00572,TXN01537,2024-07-23,USPS,overnight,20.63,275.41,95060,90210
SHP00573,TXN01697,2024-07-23,UPS,freight,41.22,30.33,95060,37201
SHP00574,TXN02306,2024-07-25,FedEx,expedited,10.57,53.75,95060,30301
SHP00575,TXN02740,2024-07-24,UPS,standard,5.09,10.32,95060,21201
SHP00576,TXN02954,2024-07-25,UPS,expedited,0.9,8.11,95060,75201
SHP00577,TXN03263,2024-07-25,FedEx,expedited,20.69,114.9,95060,89101
SHP00578,TXN03377,2024-07-23,UPS,standard,10.35,24.65,95060,63101
SHP00579,TXN03881,2024-07-25,FedEx,standard,20.42,45.3,95060,89101
SHP00580,TXN04003,2024-07-22,FedEx,standard,10.2,27.9,95060,90210
SHP00581,TXN04210,2024-07-23,USPS,standard,5.29,13.73,95060,85001
SHP00582,TXN04400,2024-07-23,FedEx,standard,1.83,8.77,95060,90210
SHP00583,TXN04413,2024-07-22,UPS,standard,0.74,5.79,95060,10001
SHP00584,TXN04461,2024-07-23,FedEx,standard,1.71,6.38,95060,33101
SHP00585,TXN04494,2024-07-24,UPS,expedited,10.45,50.53,95060,63101
SHP00586,TXN04536,2024-07-25,USPS,freight,41.14,49.59,95060,97201
SHP00587,TXN04604,2024-07-23,FedEx,standard,10.12,19.87,95060,32801
SHP00588,TXN04673,2024-07-22,UPS,expedited,20.76,120.79,95060,02101
SHP00589,TXN04901,2024-07-24,USPS,expedited,2.09,15.39,95060,10001
SHP00590,TXN00272,2024-07-24,UPS,expedited,20.67,78.59,95060,97201
SHP00591,TXN00317,2024-07-23,UPS,standard,0.94,5.66,95060,90210
SHP00592,TXN00541,2024-07-24,USPS,overnight,20.81,188.8,95060,48201
SHP00593,TXN00828,2024-07-26,USPS,standard,5.09,12.28,95060,06103
SHP00594,TXN01191,2024-07-23,UPS,standard,1.0,6.55,95060,33101
SHP00595,TXN01390,2024-07-24,USPS,standard,10.2,26.1,95060,90210
SHP00596,TXN01575,2024-07-24,UPS,freight,5.42,6.46,95060,55401
SHP00597,TXN02018,2024-07-24,FedEx,expedited,1.26,7.58,95060,33101
SHP00598,TXN02205,2024-07-26,USPS,freight,81.91,98.3,95060,85001
SHP00599,TXN02632,2024-07-26,FedEx,expedited,10.32,48.02,95060,55401
SHP00600,TXN02909,2024-07-25,USPS,freight,40.75,48.24,95060,94102
SHP00601,TXN02933,2024-07-25,USPS,freight,40.68,34.72,95060,90210
SHP00602,TXN03068,2024-07-24,UPS,freight,81.53,87.58,95060,43201
SHP00603,TXN03083,2024-07-25,FedEx,freight,81.42,60.01,95060,10001
SHP00604,TXN03088,2024-07-26,FedEx,expedited,40.67,158.4,95060,06103
SHP00605,TXN03396,2024-07-24,UPS,freight,122.83,130.61,95060,94102
SHP00606,TXN03545,2024-07-26,USPS,overnight,20.82,243.11,95060,37201
SHP00607,TXN03918,2024-07-24,FedEx,standard,10.02,17.62,95060,85001
SHP00608,TXN04103,2024-07-23,UPS,standard,0.78,4.98,95060,75201
SHP00609,TXN04110,2024-07-25,UPS,standard,1.16,5.28,95060,85001
SHP00610,TXN04131,2024-07-25,FedEx,freight,41.14,35.95,95060,94102
SHP00611,TXN04538,2024-07-25,UPS,freight,10.62,11.96,95060,10001
SHP00612,TXN04595,2024-07-23,USPS,standard,5.43,13.65,95060,85001
SHP00613,TXN04643,2024-07-23,USPS,freight,41.08,52.85,95060,94102
SHP00614,TXN04721,2024-07-23,UPS,expedited,1.72,11.59,95060,75201
SHP00615,TXN04755,2024-07-26,UPS,expedited,4.97,29.49,95060,90210
SHP00616,TXN00051,2024-07-27,FedEx,standard,1.73,6.61,95060,33101
SHP00617,TXN00128,2024-07-25,USPS,expedited,10.34,47.1,95060,37201
SHP00618,TXN00149,2024-07-24,FedEx,standard,20.53,47.7,95060,06103
SHP00619,TXN00438,2024-07-26,UPS,standard,20.49,48.17,95060,55401
SHP00620,TXN00525,2024-07-26,UPS,expedited,20.28,84.65,95060,94102
SHP00621,TXN00710,2024-07-26,FedEx,overnight,10.36,91.91,95060,85001
SHP00622,TXN00767,2024-07-27,USPS,freight,40.99,41.78,95060,21201
SHP00623,TXN00867,2024-07-27,USPS,standard,10.4,27.83,95060,02101
SHP00624,TXN00900,2024-07-27,USPS,freight,41.29,29.47,95060,33101
SHP00625,TXN00948,2024-07-24,UPS,standard,20.4,42.64,95060,90210
SHP00626,TXN01096,2024-07-24,USPS,expedited,2.1,15.67,95060,98101
SHP00627,TXN01336,2024-07-25,FedEx,standard,41.15,61.29,95060,27601
SHP00628,TXN01387,2024-07-27,FedEx,standard,2.78,6.39,95060,75201
SHP00629,TXN01524,2024-07-24,USPS,standard,20.8,33.57,95060,48201
SHP00630,TXN01583,2024-07-27,FedEx,overnight,5.59,53.35,95060,85001
SHP00631,TXN01864,2024-07-24,UPS,standard,5.38,11.57,95060,63101
SHP00632,TXN01895,2024-07-26,USPS,freight,81.69,98.94,95060,10001
SHP00633,TXN02093,2024-07-24,UPS,expedited,0.76,8.36,95060,85001
SHP00634,TXN02435,2024-07-27,FedEx,standard,10.27,25.89,95060,94102
SHP00635,TXN02457,2024-07-27,FedEx,freight,40.8,43.59,95060,89101
SHP00636,TXN02477,2024-07-26,UPS,expedited,1.84,13.33,95060,60601
SHP00637,TXN02535,2024-07-26,USPS,standard,20.79,40.81,95060,27601
SHP00638,TXN03717,2024-07-24,USPS,standard,20.46,41.99,95060,06103
SHP00639,TXN03804,2024-07-26,UPS,standard,10.6,21.14,95060,32801
SHP00640,TXN03845,2024-07-25,USPS,standard,20.32,27.89,95060,63101
SHP00641,TXN03903,2024-07-27,FedEx,standard,10.17,24.84,95060,89101
SHP00642,TXN03972,2024-07-25,UPS,expedited,5.46,34.7,95060,89101
SHP00643,TXN04073,2024-07-24,UPS,freight,81.79,95.35,95060,55401
SHP00644,TXN04113,2024-07-27,FedEx,expedited,20.89,80.74,95060,63101
SHP00645,TXN04160,2024-07-26,USPS,expedited,122.74,712.82,95060,27601
SHP00646,TXN04301,2024-07-26,USPS,standard,2.66,8.06,95060,98101
SHP00647,TXN00286,2024-07-26,FedEx,freight,122.85,110.84,95060,90210
SHP00648,TXN00530,2024-07-27,USPS,expedited,40.62,198.49,95060,94102
SHP00649,TXN00534,2024-07-25,UPS,overnight,20.7,287.06,95060,89101
SHP00650,TXN01059,2024-07-28,FedEx,overnight,10.3,86.15,95060,27601
SHP00651,TXN01079,2024-07-26,FedEx,standard,10.34,21.81,95060,19103
SHP00652,TXN01088,2024-07-28,FedEx,expedited,10.59,54.47,95060,02101
SHP00653,TXN01360,2024-07-26,UPS,standard,5.41,9.81,95060,02101
SHP00654,TXN01910,2024-07-26,USPS,expedited,10.53,52.57,95060,48201
SHP00655,TXN02357,2024-07-25,UPS,freight,81.96,66.04,95060,32801
SHP00656,TXN02639,2024-07-25,USPS,standard,40.83,54.11,95060,19103
SHP00657,TXN02794,2024-07-28,USPS,standard,4.92,15.12,95060,89101
SHP00658,TXN02965,2024-07-27,FedEx,overnight,82.04,1019.43,95060,43201
SHP00659,TXN03181,2024-07-26,USPS,expedited,20.22,80.9,95060,63101
SHP00660,TXN03342,2024-07-28,UPS,standard,5.0,10.93,95060,97201
SHP00661,TXN03354,2024-07-26,FedEx,expedited,20.27,104.29,95060,10001
SHP00662,TXN03535,2024-07-27,UPS,freight,40.8,44.24,95060,90210
SHP00663,TXN03879,2024-07-26,UPS,standard,5.28,11.52,95060,06103
SHP00664,TXN04035,2024-07-26,USPS,freight,41.26,48.59,95060,90210
SHP00665,TXN04190,2024-07-26,USPS,expedited,20.88,104.9,95060,60601
SHP00666,TXN04243,2024-07-25,USPS,standard,0.82,5.77,95060,02101
SHP00667,TXN04252,2024-07-25,UPS,standard,20.47,41.06,95060,90210
SHP00668,TXN04258,2024-07-27,UPS,standard,5.48,10.64,95060,02101
SHP00669,TXN04382,2024-07-28,FedEx,standard,1.92,8.59,95060,10001
SHP00670,TXN04659,2024-07-26,UPS,overnight,20.57,266.84,95060,89101
SHP00671,TXN04850,2024-07-26,UPS,expedited,4.91,25.61,95060,94102
SHP00672,TXN00033,2024-07-28,USPS,standard,10.65,22.78,95060,97201
SHP00673,TXN00174,2024-07-29,FedEx,overnight,5.39,57.65,95060,55401
